booking_weight,ndcg5
5,0.3287167001967248
7,0.3278780011494407
2,0.3264034961625545
10,0.32618782480475444
3,0.32524510074985247
15,0.3240049252970625
1,0.32393445654772063
20,0.3235190486410932
